text,label
"новость политика-14: по данным редакции, парламент провело заседание о прозрачности выборов; ключевые слова выпуска: фракция и фракция.",политика
материал экономика-27: сегодня промышленная компания опубликовал финансовый отчет на рынке облигаций. эксперты связывают публикацию с темами акции и кредит.,экономика
материал технологии-07: сегодня it-компания представил новую платформу на базе машинного обучения. эксперты связывают публикацию с темами алгоритм и робот.,технологии
"публикация технологии-16: производитель смартфонов представил новую платформу для мобильных пользователей. в центре внимания редакции: алгоритм, сервер.",технологии
"новость культура-10: по данным редакции, оркестр открыл новую выставку с участием молодых авторов; ключевые слова выпуска: выставка и фильм.",культура
"выпуск технологии-09: разработчики усилил защиту данных на базе машинного обучения. в сообщении отдельно отмечены темы: сервер, приложение.",технологии
"публикация политика-20: парламент провело заседание о прозрачности выборов. в центре внимания редакции: фракция, фракция.",политика
"публикация политика-36: общественный совет представило доклад о прозрачности выборов. в центре внимания редакции: закон, депутаты.",политика
"публикация политика-08: парламент провело заседание о прозрачности выборов. в центре внимания редакции: фракция, фракция.",политика
"публикация технологии-28: производитель смартфонов представил новую платформу для мобильных пользователей. в центре внимания редакции: алгоритм, сервер.",технологии
"новость культура-18: по данным редакции, художественная галерея провел творческую встречу с участием молодых авторов; ключевые слова выпуска: фильм и выставка.",культура
"публикация технологии-08: исследовательская лаборатория запустил облачный сервис для мобильных пользователей. в центре внимания редакции: данные, данные.",технологии
"публикация технологии-32: исследовательская лаборатория запустил облачный сервис для мобильных пользователей. в центре внимания редакции: данные, данные.",технологии
"новость спорт-14: по данным редакции, хоккейная команда провел контрольную тренировку на международных соревнованиях; ключевые слова выпуска: счет и счет.",спорт
"новость спорт-30: по данным редакции, баскетбольная лига подписал нового игрока на международных соревнованиях; ключевые слова выпуска: турнир и гол.",спорт
"выпуск политика-09: избирательная комиссия представило доклад о муниципальном управлении. в сообщении отдельно отмечены темы: закон, кабинет министров.",политика
"публикация экономика-04: министерство финансов сообщил о росте показателей по итогам квартала. в центре внимания редакции: рубль, акции.",экономика
"публикация политика-28: региональная администрация обсудило законопроект о прозрачности выборов. в центре внимания редакции: депутаты, закон.",политика
материал спорт-15: сегодня олимпийская сборная подписал нового игрока в национальном чемпионате. эксперты связывают публикацию с темами турнир и болельщики.,спорт
"новость культура-30: по данным редакции, художественная галерея провел творческую встречу с участием молодых авторов; ключевые слова выпуска: фильм и выставка.",культура
материал экономика-11: сегодня инвесторы запустил инвестиционный проект на рынке облигаций. эксперты связывают публикацию с темами экспорт и инфляция.,экономика
материал технологии-23: сегодня центр кибербезопасности запустил облачный сервис на базе машинного обучения. эксперты связывают публикацию с темами данные и нейросеть.,технологии
"выпуск культура-13: музей открыл новую выставку для широкой аудитории. в сообщении отдельно отмечены темы: выставка, картина.",культура
"публикация культура-32: театр получил профессиональную награду с участием молодых авторов. в центре внимания редакции: книга, книга.",культура
"публикация технологии-36: стартап усилил защиту данных для мобильных пользователей. в центре внимания редакции: сервер, алгоритм.",технологии
"выпуск спорт-01: футбольный клуб выиграл важный матч в национальном чемпионате. в сообщении отдельно отмечены темы: гол, чемпионат.",спорт
материал экономика-31: сегодня центральный банк сообщил о росте показателей на рынке облигаций. эксперты связывают публикацию с темами рубль и прибыль.,экономика
"новость политика-34: по данным редакции, региональная администрация обсудило законопроект о прозрачности выборов; ключевые слова выпуска: депутаты и закон.",политика
материал культура-27: сегодня кинорежиссер провел творческую встречу для широкой аудитории. эксперты связывают публикацию с темами фильм и музыка.,культура
материал экономика-35: сегодня инвесторы запустил инвестиционный проект на рынке облигаций. эксперты связывают публикацию с темами экспорт и инфляция.,экономика
"публикация спорт-16: теннисист выиграл важный матч на международных соревнованиях. в центре внимания редакции: гол, турнир.",спорт
"новость спорт-26: по данным редакции, хоккейная команда провел контрольную тренировку на международных соревнованиях; ключевые слова выпуска: счет и счет.",спорт
"новость спорт-02: по данным редакции, хоккейная команда провел контрольную тренировку на международных соревнованиях; ключевые слова выпуска: счет и счет.",спорт
материал технологии-27: сегодня разработчики усилил защиту данных на базе машинного обучения. эксперты связывают публикацию с темами сервер и приложение.,технологии
"новость экономика-30: по данным редакции, налоговая служба опубликовал финансовый отчет по итогам квартала; ключевые слова выпуска: акции и рубль.",экономика
материал экономика-07: сегодня центральный банк сообщил о росте показателей на рынке облигаций. эксперты связывают публикацию с темами рубль и прибыль.,экономика
"новость экономика-02: по данным редакции, фондовый рынок запустил инвестиционный проект по итогам квартала; ключевые слова выпуска: экспорт и экспорт.",экономика
"выпуск спорт-29: тренерский штаб провел контрольную тренировку в национальном чемпионате. в сообщении отдельно отмечены темы: счет, тренировка.",спорт
"новость технологии-30: по данным редакции, стартап усилил защиту данных для мобильных пользователей; ключевые слова выпуска: сервер и алгоритм.",технологии
материал культура-11: сегодня литературный фестиваль получил профессиональную награду для широкой аудитории. эксперты связывают публикацию с темами книга и спектакль.,культура
"новость культура-06: по данным редакции, художественная галерея провел творческую встречу с участием молодых авторов; ключевые слова выпуска: фильм и выставка.",культура
"новость технологии-34: по данным редакции, производитель смартфонов представил новую платформу для мобильных пользователей; ключевые слова выпуска: алгоритм и сервер.",технологии
материал спорт-19: сегодня футбольный клуб выиграл важный матч в национальном чемпионате. эксперты связывают публикацию с темами гол и чемпионат.,спорт
"выпуск технологии-29: центр кибербезопасности запустил облачный сервис на базе машинного обучения. в сообщении отдельно отмечены темы: данные, нейросеть.",технологии
материал технологии-35: сегодня центр кибербезопасности запустил облачный сервис на базе машинного обучения. эксперты связывают публикацию с темами данные и нейросеть.,технологии
"выпуск экономика-09: промышленная компания опубликовал финансовый отчет на рынке облигаций. в сообщении отдельно отмечены темы: акции, кредит.",экономика
материал технологии-31: сегодня it-компания представил новую платформу на базе машинного обучения. эксперты связывают публикацию с темами алгоритм и робот.,технологии
"выпуск спорт-33: олимпийская сборная подписал нового игрока в национальном чемпионате. в сообщении отдельно отмечены темы: турнир, болельщики.",спорт
"выпуск экономика-05: инвесторы запустил инвестиционный проект на рынке облигаций. в сообщении отдельно отмечены темы: экспорт, инфляция.",экономика
"выпуск культура-21: кинорежиссер провел творческую встречу для широкой аудитории. в сообщении отдельно отмечены темы: фильм, музыка.",культура
"новость политика-18: по данным редакции, общественный совет представило доклад о прозрачности выборов; ключевые слова выпуска: закон и депутаты.",политика
"публикация культура-28: оркестр открыл новую выставку с участием молодых авторов. в центре внимания редакции: выставка, фильм.",культура
"публикация экономика-12: налоговая служба опубликовал финансовый отчет по итогам квартала. в центре внимания редакции: акции, рубль.",экономика
"выпуск спорт-25: футбольный клуб выиграл важный матч в национальном чемпионате. в сообщении отдельно отмечены темы: гол, чемпионат.",спорт
"выпуск экономика-29: инвесторы запустил инвестиционный проект на рынке облигаций. в сообщении отдельно отмечены темы: экспорт, инфляция.",экономика
"новость спорт-22: по данным редакции, теннисист выиграл важный матч на международных соревнованиях; ключевые слова выпуска: гол и турнир.",спорт
материал экономика-19: сегодня центральный банк сообщил о росте показателей на рынке облигаций. эксперты связывают публикацию с темами рубль и прибыль.,экономика
"новость технологии-26: по данным редакции, исследовательская лаборатория запустил облачный сервис для мобильных пользователей; ключевые слова выпуска: данные и данные.",технологии
"публикация технологии-24: стартап усилил защиту данных для мобильных пользователей. в центре внимания редакции: сервер, алгоритм.",технологии
"выпуск политика-13: правительство обсудило законопроект о муниципальном управлении. в сообщении отдельно отмечены темы: депутаты, губернатор.",политика
"выпуск спорт-17: тренерский штаб провел контрольную тренировку в национальном чемпионате. в сообщении отдельно отмечены темы: счет, тренировка.",спорт
"новость технологии-18: по данным редакции, стартап усилил защиту данных для мобильных пользователей; ключевые слова выпуска: сервер и алгоритм.",технологии
материал культура-19: сегодня музей открыл новую выставку для широкой аудитории. эксперты связывают публикацию с темами выставка и картина.,культура
"новость политика-30: по данным редакции, общественный совет представило доклад о прозрачности выборов; ключевые слова выпуска: закон и депутаты.",политика
"публикация экономика-20: фондовый рынок запустил инвестиционный проект по итогам квартала. в центре внимания редакции: экспорт, экспорт.",экономика
"новость политика-02: по данным редакции, парламент провело заседание о прозрачности выборов; ключевые слова выпуска: фракция и фракция.",политика
материал технологии-03: сегодня разработчики усилил защиту данных на базе машинного обучения. эксперты связывают публикацию с темами сервер и приложение.,технологии
материал политика-11: сегодня министерство провело заседание о муниципальном управлении. эксперты связывают публикацию с темами фракция и выборы.,политика
"публикация спорт-20: хоккейная команда провел контрольную тренировку на международных соревнованиях. в центре внимания редакции: счет, счет.",спорт
"публикация культура-20: театр получил профессиональную награду с участием молодых авторов. в центре внимания редакции: книга, книга.",культура
"публикация политика-24: общественный совет представило доклад о прозрачности выборов. в центре внимания редакции: закон, депутаты.",политика
материал спорт-03: сегодня олимпийская сборная подписал нового игрока в национальном чемпионате. эксперты связывают публикацию с темами турнир и болельщики.,спорт
материал спорт-27: сегодня олимпийская сборная подписал нового игрока в национальном чемпионате. эксперты связывают публикацию с темами турнир и болельщики.,спорт
материал экономика-23: сегодня инвесторы запустил инвестиционный проект на рынке облигаций. эксперты связывают публикацию с темами экспорт и инфляция.,экономика
"выпуск культура-05: литературный фестиваль получил профессиональную награду для широкой аудитории. в сообщении отдельно отмечены темы: книга, спектакль.",культура
"новость экономика-34: по данным редакции, министерство финансов сообщил о росте показателей по итогам квартала; ключевые слова выпуска: рубль и акции.",экономика
"выпуск технологии-17: центр кибербезопасности запустил облачный сервис на базе машинного обучения. в сообщении отдельно отмечены темы: данные, нейросеть.",технологии
"новость экономика-18: по данным редакции, налоговая служба опубликовал финансовый отчет по итогам квартала; ключевые слова выпуска: акции и рубль.",экономика
