text,label
"выпуск спорт-25: футбольный клуб выиграл важный матч в национальном чемпионате. в сообщении отдельно отмечены темы: гол, чемпионат.",спорт
"выпуск экономика-21: промышленная компания опубликовал финансовый отчет на рынке облигаций. в сообщении отдельно отмечены темы: акции, кредит.",экономика
"новость спорт-26: по данным редакции, хоккейная команда провел контрольную тренировку на международных соревнованиях; ключевые слова выпуска: счет и счет.",спорт
"выпуск технологии-13: it-компания представил новую платформу на базе машинного обучения. в сообщении отдельно отмечены темы: алгоритм, робот.",технологии
"публикация технологии-36: стартап усилил защиту данных для мобильных пользователей. в центре внимания редакции: сервер, алгоритм.",технологии
материал политика-31: сегодня правительство обсудило законопроект о муниципальном управлении. эксперты связывают публикацию с темами депутаты и губернатор.,политика
"новость политика-10: по данным редакции, региональная администрация обсудило законопроект о прозрачности выборов; ключевые слова выпуска: депутаты и закон.",политика
"выпуск культура-29: литературный фестиваль получил профессиональную награду для широкой аудитории. в сообщении отдельно отмечены темы: книга, спектакль.",культура
"выпуск экономика-25: центральный банк сообщил о росте показателей на рынке облигаций. в сообщении отдельно отмечены темы: рубль, прибыль.",экономика
материал политика-19: сегодня правительство обсудило законопроект о муниципальном управлении. эксперты связывают публикацию с темами депутаты и губернатор.,политика
"выпуск культура-05: литературный фестиваль получил профессиональную награду для широкой аудитории. в сообщении отдельно отмечены темы: книга, спектакль.",культура
"новость культура-30: по данным редакции, художественная галерея провел творческую встречу с участием молодых авторов; ключевые слова выпуска: фильм и выставка.",культура
"новость технологии-02: по данным редакции, исследовательская лаборатория запустил облачный сервис для мобильных пользователей; ключевые слова выпуска: данные и данные.",технологии
"публикация экономика-20: фондовый рынок запустил инвестиционный проект по итогам квартала. в центре внимания редакции: экспорт, экспорт.",экономика
"выпуск технологии-33: разработчики усилил защиту данных на базе машинного обучения. в сообщении отдельно отмечены темы: сервер, приложение.",технологии
материал технологии-19: сегодня it-компания представил новую платформу на базе машинного обучения. эксперты связывают публикацию с темами алгоритм и робот.,технологии
материал экономика-31: сегодня центральный банк сообщил о росте показателей на рынке облигаций. эксперты связывают публикацию с темами рубль и прибыль.,экономика
"новость политика-30: по данным редакции, общественный совет представило доклад о прозрачности выборов; ключевые слова выпуска: закон и депутаты.",политика
"новость технологии-10: по данным редакции, производитель смартфонов представил новую платформу для мобильных пользователей; ключевые слова выпуска: алгоритм и сервер.",технологии
"новость экономика-30: по данным редакции, налоговая служба опубликовал финансовый отчет по итогам квартала; ключевые слова выпуска: акции и рубль.",экономика
"публикация экономика-32: фондовый рынок запустил инвестиционный проект по итогам квартала. в центре внимания редакции: экспорт, экспорт.",экономика
"публикация политика-32: парламент провело заседание о прозрачности выборов. в центре внимания редакции: фракция, фракция.",политика
"выпуск политика-13: правительство обсудило законопроект о муниципальном управлении. в сообщении отдельно отмечены темы: депутаты, губернатор.",политика
"новость экономика-06: по данным редакции, налоговая служба опубликовал финансовый отчет по итогам квартала; ключевые слова выпуска: акции и рубль.",экономика
"выпуск технологии-17: центр кибербезопасности запустил облачный сервис на базе машинного обучения. в сообщении отдельно отмечены темы: данные, нейросеть.",технологии
"выпуск спорт-29: тренерский штаб провел контрольную тренировку в национальном чемпионате. в сообщении отдельно отмечены темы: счет, тренировка.",спорт
"новость культура-18: по данным редакции, художественная галерея провел творческую встречу с участием молодых авторов; ключевые слова выпуска: фильм и выставка.",культура
"выпуск технологии-25: it-компания представил новую платформу на базе машинного обучения. в сообщении отдельно отмечены темы: алгоритм, робот.",технологии
материал спорт-19: сегодня футбольный клуб выиграл важный матч в национальном чемпионате. эксперты связывают публикацию с темами гол и чемпионат.,спорт
материал экономика-03: сегодня промышленная компания опубликовал финансовый отчет на рынке облигаций. эксперты связывают публикацию с темами акции и кредит.,экономика
"новость культура-26: по данным редакции, театр получил профессиональную награду с участием молодых авторов; ключевые слова выпуска: книга и книга.",культура
"публикация технологии-08: исследовательская лаборатория запустил облачный сервис для мобильных пользователей. в центре внимания редакции: данные, данные.",технологии
"публикация культура-28: оркестр открыл новую выставку с участием молодых авторов. в центре внимания редакции: выставка, фильм.",культура
"выпуск культура-13: музей открыл новую выставку для широкой аудитории. в сообщении отдельно отмечены темы: выставка, картина.",культура
материал политика-03: сегодня избирательная комиссия представило доклад о муниципальном управлении. эксперты связывают публикацию с темами закон и кабинет министров.,политика
"выпуск культура-33: кинорежиссер провел творческую встречу для широкой аудитории. в сообщении отдельно отмечены темы: фильм, музыка.",культура
материал экономика-11: сегодня инвесторы запустил инвестиционный проект на рынке облигаций. эксперты связывают публикацию с темами экспорт и инфляция.,экономика
"новость спорт-14: по данным редакции, хоккейная команда провел контрольную тренировку на международных соревнованиях; ключевые слова выпуска: счет и счет.",спорт
"выпуск культура-09: кинорежиссер провел творческую встречу для широкой аудитории. в сообщении отдельно отмечены темы: фильм, музыка.",культура
материал спорт-11: сегодня тренерский штаб провел контрольную тренировку в национальном чемпионате. эксперты связывают публикацию с темами счет и тренировка.,спорт
"публикация культура-04: оркестр открыл новую выставку с участием молодых авторов. в центре внимания редакции: выставка, фильм.",культура
материал политика-27: сегодня избирательная комиссия представило доклад о муниципальном управлении. эксперты связывают публикацию с темами закон и кабинет министров.,политика
"публикация культура-12: художественная галерея провел творческую встречу с участием молодых авторов. в центре внимания редакции: фильм, выставка.",культура
материал спорт-27: сегодня олимпийская сборная подписал нового игрока в национальном чемпионате. эксперты связывают публикацию с темами турнир и болельщики.,спорт
"публикация технологии-04: производитель смартфонов представил новую платформу для мобильных пользователей. в центре внимания редакции: алгоритм, сервер.",технологии
"выпуск спорт-05: тренерский штаб провел контрольную тренировку в национальном чемпионате. в сообщении отдельно отмечены темы: счет, тренировка.",спорт
"выпуск экономика-01: центральный банк сообщил о росте показателей на рынке облигаций. в сообщении отдельно отмечены темы: рубль, прибыль.",экономика
"выпуск культура-21: кинорежиссер провел творческую встречу для широкой аудитории. в сообщении отдельно отмечены темы: фильм, музыка.",культура
материал политика-23: сегодня министерство провело заседание о муниципальном управлении. эксперты связывают публикацию с темами фракция и выборы.,политика
"выпуск спорт-33: олимпийская сборная подписал нового игрока в национальном чемпионате. в сообщении отдельно отмечены темы: турнир, болельщики.",спорт
"публикация спорт-04: теннисист выиграл важный матч на международных соревнованиях. в центре внимания редакции: гол, турнир.",спорт
материал культура-03: сегодня кинорежиссер провел творческую встречу для широкой аудитории. эксперты связывают публикацию с темами фильм и музыка.,культура
"публикация политика-12: общественный совет представило доклад о прозрачности выборов. в центре внимания редакции: закон, депутаты.",политика
материал политика-07: сегодня правительство обсудило законопроект о муниципальном управлении. эксперты связывают публикацию с темами депутаты и губернатор.,политика
"публикация политика-28: региональная администрация обсудило законопроект о прозрачности выборов. в центре внимания редакции: депутаты, закон.",политика
"выпуск технологии-05: центр кибербезопасности запустил облачный сервис на базе машинного обучения. в сообщении отдельно отмечены темы: данные, нейросеть.",технологии
"выпуск политика-05: министерство провело заседание о муниципальном управлении. в сообщении отдельно отмечены темы: фракция, выборы.",политика
"выпуск политика-33: избирательная комиссия представило доклад о муниципальном управлении. в сообщении отдельно отмечены темы: закон, кабинет министров.",политика
"новость спорт-30: по данным редакции, баскетбольная лига подписал нового игрока на международных соревнованиях; ключевые слова выпуска: турнир и гол.",спорт
"выпуск технологии-21: разработчики усилил защиту данных на базе машинного обучения. в сообщении отдельно отмечены темы: сервер, приложение.",технологии
"публикация спорт-24: баскетбольная лига подписал нового игрока на международных соревнованиях. в центре внимания редакции: турнир, гол.",спорт
материал политика-11: сегодня министерство провело заседание о муниципальном управлении. эксперты связывают публикацию с темами фракция и выборы.,политика
материал технологии-07: сегодня it-компания представил новую платформу на базе машинного обучения. эксперты связывают публикацию с темами алгоритм и робот.,технологии
"новость технологии-26: по данным редакции, исследовательская лаборатория запустил облачный сервис для мобильных пользователей; ключевые слова выпуска: данные и данные.",технологии
"выпуск политика-01: правительство обсудило законопроект о муниципальном управлении. в сообщении отдельно отмечены темы: депутаты, губернатор.",политика
"выпуск технологии-29: центр кибербезопасности запустил облачный сервис на базе машинного обучения. в сообщении отдельно отмечены темы: данные, нейросеть.",технологии
материал экономика-35: сегодня инвесторы запустил инвестиционный проект на рынке облигаций. эксперты связывают публикацию с темами экспорт и инфляция.,экономика
"выпуск экономика-29: инвесторы запустил инвестиционный проект на рынке облигаций. в сообщении отдельно отмечены темы: экспорт, инфляция.",экономика
"выпуск экономика-09: промышленная компания опубликовал финансовый отчет на рынке облигаций. в сообщении отдельно отмечены темы: акции, кредит.",экономика
"публикация технологии-16: производитель смартфонов представил новую платформу для мобильных пользователей. в центре внимания редакции: алгоритм, сервер.",технологии
"выпуск политика-29: министерство провело заседание о муниципальном управлении. в сообщении отдельно отмечены темы: фракция, выборы.",политика
"выпуск экономика-05: инвесторы запустил инвестиционный проект на рынке облигаций. в сообщении отдельно отмечены темы: экспорт, инфляция.",экономика
материал технологии-31: сегодня it-компания представил новую платформу на базе машинного обучения. эксперты связывают публикацию с темами алгоритм и робот.,технологии
"публикация технологии-32: исследовательская лаборатория запустил облачный сервис для мобильных пользователей. в центре внимания редакции: данные, данные.",технологии
"новость политика-26: по данным редакции, парламент провело заседание о прозрачности выборов; ключевые слова выпуска: фракция и фракция.",политика
"публикация политика-24: общественный совет представило доклад о прозрачности выборов. в центре внимания редакции: закон, депутаты.",политика
"выпуск культура-01: музей открыл новую выставку для широкой аудитории. в сообщении отдельно отмечены темы: выставка, картина.",культура
"новость спорт-10: по данным редакции, теннисист выиграл важный матч на международных соревнованиях; ключевые слова выпуска: гол и турнир.",спорт
"публикация спорт-08: хоккейная команда провел контрольную тренировку на международных соревнованиях. в центре внимания редакции: счет, счет.",спорт
"выпуск спорт-13: футбольный клуб выиграл важный матч в национальном чемпионате. в сообщении отдельно отмечены темы: гол, чемпионат.",спорт
"публикация экономика-04: министерство финансов сообщил о росте показателей по итогам квартала. в центре внимания редакции: рубль, акции.",экономика
"выпуск технологии-01: it-компания представил новую платформу на базе машинного обучения. в сообщении отдельно отмечены темы: алгоритм, робот.",технологии
материал спорт-15: сегодня олимпийская сборная подписал нового игрока в национальном чемпионате. эксперты связывают публикацию с темами турнир и болельщики.,спорт
"публикация технологии-20: исследовательская лаборатория запустил облачный сервис для мобильных пользователей. в центре внимания редакции: данные, данные.",технологии
"публикация культура-32: театр получил профессиональную награду с участием молодых авторов. в центре внимания редакции: книга, книга.",культура
материал культура-23: сегодня литературный фестиваль получил профессиональную награду для широкой аудитории. эксперты связывают публикацию с темами книга и спектакль.,культура
"публикация экономика-12: налоговая служба опубликовал финансовый отчет по итогам квартала. в центре внимания редакции: акции, рубль.",экономика
материал спорт-23: сегодня тренерский штаб провел контрольную тренировку в национальном чемпионате. эксперты связывают публикацию с темами счет и тренировка.,спорт
"новость технологии-30: по данным редакции, стартап усилил защиту данных для мобильных пользователей; ключевые слова выпуска: сервер и алгоритм.",технологии
"выпуск культура-25: музей открыл новую выставку для широкой аудитории. в сообщении отдельно отмечены темы: выставка, картина.",культура
"новость экономика-26: по данным редакции, фондовый рынок запустил инвестиционный проект по итогам квартала; ключевые слова выпуска: экспорт и экспорт.",экономика
"новость спорт-02: по данным редакции, хоккейная команда провел контрольную тренировку на международных соревнованиях; ключевые слова выпуска: счет и счет.",спорт
"новость политика-34: по данным редакции, региональная администрация обсудило законопроект о прозрачности выборов; ключевые слова выпуска: депутаты и закон.",политика
"публикация экономика-08: фондовый рынок запустил инвестиционный проект по итогам квартала. в центре внимания редакции: экспорт, экспорт.",экономика
"публикация технологии-28: производитель смартфонов представил новую платформу для мобильных пользователей. в центре внимания редакции: алгоритм, сервер.",технологии
"новость технологии-34: по данным редакции, производитель смартфонов представил новую платформу для мобильных пользователей; ключевые слова выпуска: алгоритм и сервер.",технологии
материал экономика-27: сегодня промышленная компания опубликовал финансовый отчет на рынке облигаций. эксперты связывают публикацию с темами акции и кредит.,экономика
материал культура-35: сегодня литературный фестиваль получил профессиональную награду для широкой аудитории. эксперты связывают публикацию с темами книга и спектакль.,культура
"публикация технологии-12: стартап усилил защиту данных для мобильных пользователей. в центре внимания редакции: сервер, алгоритм.",технологии
материал технологии-15: сегодня разработчики усилил защиту данных на базе машинного обучения. эксперты связывают публикацию с темами сервер и приложение.,технологии
"новость спорт-34: по данным редакции, теннисист выиграл важный матч на международных соревнованиях; ключевые слова выпуска: гол и турнир.",спорт
"новость экономика-18: по данным редакции, налоговая служба опубликовал финансовый отчет по итогам квартала; ключевые слова выпуска: акции и рубль.",экономика
"новость политика-06: по данным редакции, общественный совет представило доклад о прозрачности выборов; ключевые слова выпуска: закон и депутаты.",политика
материал культура-19: сегодня музей открыл новую выставку для широкой аудитории. эксперты связывают публикацию с темами выставка и картина.,культура
"публикация политика-04: региональная администрация обсудило законопроект о прозрачности выборов. в центре внимания редакции: депутаты, закон.",политика
"публикация культура-24: художественная галерея провел творческую встречу с участием молодых авторов. в центре внимания редакции: фильм, выставка.",культура
"новость экономика-14: по данным редакции, фондовый рынок запустил инвестиционный проект по итогам квартала; ключевые слова выпуска: экспорт и экспорт.",экономика
"публикация политика-36: общественный совет представило доклад о прозрачности выборов. в центре внимания редакции: закон, депутаты.",политика
"выпуск спорт-09: олимпийская сборная подписал нового игрока в национальном чемпионате. в сообщении отдельно отмечены темы: турнир, болельщики.",спорт
"новость спорт-06: по данным редакции, баскетбольная лига подписал нового игрока на международных соревнованиях; ключевые слова выпуска: турнир и гол.",спорт
материал политика-35: сегодня министерство провело заседание о муниципальном управлении. эксперты связывают публикацию с темами фракция и выборы.,политика
"публикация политика-08: парламент провело заседание о прозрачности выборов. в центре внимания редакции: фракция, фракция.",политика
материал технологии-03: сегодня разработчики усилил защиту данных на базе машинного обучения. эксперты связывают публикацию с темами сервер и приложение.,технологии
"публикация спорт-20: хоккейная команда провел контрольную тренировку на международных соревнованиях. в центре внимания редакции: счет, счет.",спорт
"публикация спорт-12: баскетбольная лига подписал нового игрока на международных соревнованиях. в центре внимания редакции: турнир, гол.",спорт
материал культура-15: сегодня кинорежиссер провел творческую встречу для широкой аудитории. эксперты связывают публикацию с темами фильм и музыка.,культура
"публикация культура-20: театр получил профессиональную награду с участием молодых авторов. в центре внимания редакции: книга, книга.",культура
"новость спорт-18: по данным редакции, баскетбольная лига подписал нового игрока на международных соревнованиях; ключевые слова выпуска: турнир и гол.",спорт
"выпуск политика-09: избирательная комиссия представило доклад о муниципальном управлении. в сообщении отдельно отмечены темы: закон, кабинет министров.",политика
"новость политика-14: по данным редакции, парламент провело заседание о прозрачности выборов; ключевые слова выпуска: фракция и фракция.",политика
"публикация экономика-24: налоговая служба опубликовал финансовый отчет по итогам квартала. в центре внимания редакции: акции, рубль.",экономика
материал культура-11: сегодня литературный фестиваль получил профессиональную награду для широкой аудитории. эксперты связывают публикацию с темами книга и спектакль.,культура
"публикация технологии-24: стартап усилил защиту данных для мобильных пользователей. в центре внимания редакции: сервер, алгоритм.",технологии
"новость политика-18: по данным редакции, общественный совет представило доклад о прозрачности выборов; ключевые слова выпуска: закон и депутаты.",политика
"выпуск спорт-01: футбольный клуб выиграл важный матч в национальном чемпионате. в сообщении отдельно отмечены темы: гол, чемпионат.",спорт
"выпуск культура-17: литературный фестиваль получил профессиональную награду для широкой аудитории. в сообщении отдельно отмечены темы: книга, спектакль.",культура
материал технологии-27: сегодня разработчики усилил защиту данных на базе машинного обучения. эксперты связывают публикацию с темами сервер и приложение.,технологии
материал культура-07: сегодня музей открыл новую выставку для широкой аудитории. эксперты связывают публикацию с темами выставка и картина.,культура
"новость культура-22: по данным редакции, оркестр открыл новую выставку с участием молодых авторов; ключевые слова выпуска: выставка и фильм.",культура
"публикация экономика-28: министерство финансов сообщил о росте показателей по итогам квартала. в центре внимания редакции: рубль, акции.",экономика
материал экономика-19: сегодня центральный банк сообщил о росте показателей на рынке облигаций. эксперты связывают публикацию с темами рубль и прибыль.,экономика
"публикация спорт-36: баскетбольная лига подписал нового игрока на международных соревнованиях. в центре внимания редакции: турнир, гол.",спорт
материал экономика-15: сегодня промышленная компания опубликовал финансовый отчет на рынке облигаций. эксперты связывают публикацию с темами акции и кредит.,экономика
"новость культура-34: по данным редакции, оркестр открыл новую выставку с участием молодых авторов; ключевые слова выпуска: выставка и фильм.",культура
материал экономика-23: сегодня инвесторы запустил инвестиционный проект на рынке облигаций. эксперты связывают публикацию с темами экспорт и инфляция.,экономика
"выпуск экономика-13: центральный банк сообщил о росте показателей на рынке облигаций. в сообщении отдельно отмечены темы: рубль, прибыль.",экономика
"выпуск спорт-17: тренерский штаб провел контрольную тренировку в национальном чемпионате. в сообщении отдельно отмечены темы: счет, тренировка.",спорт
"новость политика-22: по данным редакции, региональная администрация обсудило законопроект о прозрачности выборов; ключевые слова выпуска: депутаты и закон.",политика
"новость экономика-22: по данным редакции, министерство финансов сообщил о росте показателей по итогам квартала; ключевые слова выпуска: рубль и акции.",экономика
материал культура-31: сегодня музей открыл новую выставку для широкой аудитории. эксперты связывают публикацию с темами выставка и картина.,культура
"новость технологии-22: по данным редакции, производитель смартфонов представил новую платформу для мобильных пользователей; ключевые слова выпуска: алгоритм и сервер.",технологии
"новость экономика-02: по данным редакции, фондовый рынок запустил инвестиционный проект по итогам квартала; ключевые слова выпуска: экспорт и экспорт.",экономика
"новость культура-14: по данным редакции, театр получил профессиональную награду с участием молодых авторов; ключевые слова выпуска: книга и книга.",культура
материал культура-27: сегодня кинорежиссер провел творческую встречу для широкой аудитории. эксперты связывают публикацию с темами фильм и музыка.,культура
"новость политика-02: по данным редакции, парламент провело заседание о прозрачности выборов; ключевые слова выпуска: фракция и фракция.",политика
"выпуск экономика-17: инвесторы запустил инвестиционный проект на рынке облигаций. в сообщении отдельно отмечены темы: экспорт, инфляция.",экономика
"новость культура-06: по данным редакции, художественная галерея провел творческую встречу с участием молодых авторов; ключевые слова выпуска: фильм и выставка.",культура
материал технологии-23: сегодня центр кибербезопасности запустил облачный сервис на базе машинного обучения. эксперты связывают публикацию с темами данные и нейросеть.,технологии
"публикация культура-08: театр получил профессиональную награду с участием молодых авторов. в центре внимания редакции: книга, книга.",культура
"публикация спорт-32: хоккейная команда провел контрольную тренировку на международных соревнованиях. в центре внимания редакции: счет, счет.",спорт
"публикация спорт-28: теннисист выиграл важный матч на международных соревнованиях. в центре внимания редакции: гол, турнир.",спорт
"выпуск технологии-09: разработчики усилил защиту данных на базе машинного обучения. в сообщении отдельно отмечены темы: сервер, приложение.",технологии
"публикация спорт-16: теннисист выиграл важный матч на международных соревнованиях. в центре внимания редакции: гол, турнир.",спорт
материал спорт-03: сегодня олимпийская сборная подписал нового игрока в национальном чемпионате. эксперты связывают публикацию с темами турнир и болельщики.,спорт
"новость технологии-14: по данным редакции, исследовательская лаборатория запустил облачный сервис для мобильных пользователей; ключевые слова выпуска: данные и данные.",технологии
"публикация культура-36: художественная галерея провел творческую встречу с участием молодых авторов. в центре внимания редакции: фильм, выставка.",культура
"выпуск политика-21: избирательная комиссия представило доклад о муниципальном управлении. в сообщении отдельно отмечены темы: закон, кабинет министров.",политика
"публикация экономика-36: налоговая служба опубликовал финансовый отчет по итогам квартала. в центре внимания редакции: акции, рубль.",экономика
материал спорт-35: сегодня тренерский штаб провел контрольную тренировку в национальном чемпионате. эксперты связывают публикацию с темами счет и тренировка.,спорт
материал политика-15: сегодня избирательная комиссия представило доклад о муниципальном управлении. эксперты связывают публикацию с темами закон и кабинет министров.,политика
"выпуск спорт-21: олимпийская сборная подписал нового игрока в национальном чемпионате. в сообщении отдельно отмечены темы: турнир, болельщики.",спорт
материал спорт-31: сегодня футбольный клуб выиграл важный матч в национальном чемпионате. эксперты связывают публикацию с темами гол и чемпионат.,спорт
