text,label
"Новость технологии-18: по данным редакции, стартап усилил защиту данных для мобильных пользователей; ключевые слова выпуска: сервер и алгоритм.",технологии
"Выпуск спорт-25: футбольный клуб выиграл важный матч в национальном чемпионате. В сообщении отдельно отмечены темы: гол, чемпионат.",спорт
"Выпуск экономика-21: промышленная компания опубликовал финансовый отчет на рынке облигаций. В сообщении отдельно отмечены темы: акции, кредит.",экономика
"Новость спорт-26: по данным редакции, хоккейная команда провел контрольную тренировку на международных соревнованиях; ключевые слова выпуска: счет и счет.",спорт
"Выпуск технологии-13: IT-компания представил новую платформу на базе машинного обучения. В сообщении отдельно отмечены темы: алгоритм, робот.",технологии
"Публикация технологии-36: стартап усилил защиту данных для мобильных пользователей. В центре внимания редакции: сервер, алгоритм.",технологии
Материал политика-31: сегодня правительство обсудило законопроект о муниципальном управлении. Эксперты связывают публикацию с темами депутаты и губернатор.,политика
"Новость политика-10: по данным редакции, региональная администрация обсудило законопроект о прозрачности выборов; ключевые слова выпуска: депутаты и закон.",политика
"Выпуск культура-29: литературный фестиваль получил профессиональную награду для широкой аудитории. В сообщении отдельно отмечены темы: книга, спектакль.",культура
"Выпуск экономика-25: центральный банк сообщил о росте показателей на рынке облигаций. В сообщении отдельно отмечены темы: рубль, прибыль.",экономика
Материал политика-19: сегодня правительство обсудило законопроект о муниципальном управлении. Эксперты связывают публикацию с темами депутаты и губернатор.,политика
"Выпуск культура-05: литературный фестиваль получил профессиональную награду для широкой аудитории. В сообщении отдельно отмечены темы: книга, спектакль.",культура
"Новость культура-30: по данным редакции, художественная галерея провел творческую встречу с участием молодых авторов; ключевые слова выпуска: фильм и выставка.",культура
"Новость технологии-02: по данным редакции, исследовательская лаборатория запустил облачный сервис для мобильных пользователей; ключевые слова выпуска: данные и данные.",технологии
"Публикация экономика-20: фондовый рынок запустил инвестиционный проект по итогам квартала. В центре внимания редакции: экспорт, экспорт.",экономика
"Выпуск технологии-33: разработчики усилил защиту данных на базе машинного обучения. В сообщении отдельно отмечены темы: сервер, приложение.",технологии
Материал технологии-19: сегодня IT-компания представил новую платформу на базе машинного обучения. Эксперты связывают публикацию с темами алгоритм и робот.,технологии
Материал экономика-31: сегодня центральный банк сообщил о росте показателей на рынке облигаций. Эксперты связывают публикацию с темами рубль и прибыль.,экономика
"Новость политика-30: по данным редакции, общественный совет представило доклад о прозрачности выборов; ключевые слова выпуска: закон и депутаты.",политика
"Новость технологии-10: по данным редакции, производитель смартфонов представил новую платформу для мобильных пользователей; ключевые слова выпуска: алгоритм и сервер.",технологии
"Новость экономика-30: по данным редакции, налоговая служба опубликовал финансовый отчет по итогам квартала; ключевые слова выпуска: акции и рубль.",экономика
"Публикация экономика-32: фондовый рынок запустил инвестиционный проект по итогам квартала. В центре внимания редакции: экспорт, экспорт.",экономика
"Публикация политика-32: парламент провело заседание о прозрачности выборов. В центре внимания редакции: фракция, фракция.",политика
"Выпуск политика-13: правительство обсудило законопроект о муниципальном управлении. В сообщении отдельно отмечены темы: депутаты, губернатор.",политика
"Новость экономика-06: по данным редакции, налоговая служба опубликовал финансовый отчет по итогам квартала; ключевые слова выпуска: акции и рубль.",экономика
"Выпуск технологии-17: центр кибербезопасности запустил облачный сервис на базе машинного обучения. В сообщении отдельно отмечены темы: данные, нейросеть.",технологии
"Выпуск спорт-29: тренерский штаб провел контрольную тренировку в национальном чемпионате. В сообщении отдельно отмечены темы: счет, тренировка.",спорт
"Новость культура-18: по данным редакции, художественная галерея провел творческую встречу с участием молодых авторов; ключевые слова выпуска: фильм и выставка.",культура
"Выпуск технологии-25: IT-компания представил новую платформу на базе машинного обучения. В сообщении отдельно отмечены темы: алгоритм, робот.",технологии
Материал спорт-19: сегодня футбольный клуб выиграл важный матч в национальном чемпионате. Эксперты связывают публикацию с темами гол и чемпионат.,спорт
Материал экономика-03: сегодня промышленная компания опубликовал финансовый отчет на рынке облигаций. Эксперты связывают публикацию с темами акции и кредит.,экономика
"Новость культура-26: по данным редакции, театр получил профессиональную награду с участием молодых авторов; ключевые слова выпуска: книга и книга.",культура
"Публикация технологии-08: исследовательская лаборатория запустил облачный сервис для мобильных пользователей. В центре внимания редакции: данные, данные.",технологии
"Публикация культура-28: оркестр открыл новую выставку с участием молодых авторов. В центре внимания редакции: выставка, фильм.",культура
"Выпуск культура-13: музей открыл новую выставку для широкой аудитории. В сообщении отдельно отмечены темы: выставка, картина.",культура
Материал политика-03: сегодня избирательная комиссия представило доклад о муниципальном управлении. Эксперты связывают публикацию с темами закон и кабинет министров.,политика
"Выпуск культура-33: кинорежиссер провел творческую встречу для широкой аудитории. В сообщении отдельно отмечены темы: фильм, музыка.",культура
Материал экономика-11: сегодня инвесторы запустил инвестиционный проект на рынке облигаций. Эксперты связывают публикацию с темами экспорт и инфляция.,экономика
"Новость спорт-14: по данным редакции, хоккейная команда провел контрольную тренировку на международных соревнованиях; ключевые слова выпуска: счет и счет.",спорт
"Выпуск культура-09: кинорежиссер провел творческую встречу для широкой аудитории. В сообщении отдельно отмечены темы: фильм, музыка.",культура
Материал спорт-11: сегодня тренерский штаб провел контрольную тренировку в национальном чемпионате. Эксперты связывают публикацию с темами счет и тренировка.,спорт
"Публикация культура-04: оркестр открыл новую выставку с участием молодых авторов. В центре внимания редакции: выставка, фильм.",культура
Материал политика-27: сегодня избирательная комиссия представило доклад о муниципальном управлении. Эксперты связывают публикацию с темами закон и кабинет министров.,политика
"Публикация культура-12: художественная галерея провел творческую встречу с участием молодых авторов. В центре внимания редакции: фильм, выставка.",культура
Материал спорт-27: сегодня олимпийская сборная подписал нового игрока в национальном чемпионате. Эксперты связывают публикацию с темами турнир и болельщики.,спорт
"Публикация технологии-04: производитель смартфонов представил новую платформу для мобильных пользователей. В центре внимания редакции: алгоритм, сервер.",технологии
"Выпуск спорт-05: тренерский штаб провел контрольную тренировку в национальном чемпионате. В сообщении отдельно отмечены темы: счет, тренировка.",спорт
"Выпуск экономика-01: центральный банк сообщил о росте показателей на рынке облигаций. В сообщении отдельно отмечены темы: рубль, прибыль.",экономика
"Выпуск культура-21: кинорежиссер провел творческую встречу для широкой аудитории. В сообщении отдельно отмечены темы: фильм, музыка.",культура
Материал политика-23: сегодня министерство провело заседание о муниципальном управлении. Эксперты связывают публикацию с темами фракция и выборы.,политика
"Выпуск спорт-33: олимпийская сборная подписал нового игрока в национальном чемпионате. В сообщении отдельно отмечены темы: турнир, болельщики.",спорт
"Публикация спорт-04: теннисист выиграл важный матч на международных соревнованиях. В центре внимания редакции: гол, турнир.",спорт
Материал культура-03: сегодня кинорежиссер провел творческую встречу для широкой аудитории. Эксперты связывают публикацию с темами фильм и музыка.,культура
"Публикация политика-12: общественный совет представило доклад о прозрачности выборов. В центре внимания редакции: закон, депутаты.",политика
Материал политика-07: сегодня правительство обсудило законопроект о муниципальном управлении. Эксперты связывают публикацию с темами депутаты и губернатор.,политика
"Публикация политика-28: региональная администрация обсудило законопроект о прозрачности выборов. В центре внимания редакции: депутаты, закон.",политика
"Выпуск технологии-05: центр кибербезопасности запустил облачный сервис на базе машинного обучения. В сообщении отдельно отмечены темы: данные, нейросеть.",технологии
"Выпуск политика-05: министерство провело заседание о муниципальном управлении. В сообщении отдельно отмечены темы: фракция, выборы.",политика
"Выпуск политика-33: избирательная комиссия представило доклад о муниципальном управлении. В сообщении отдельно отмечены темы: закон, кабинет министров.",политика
"Новость спорт-30: по данным редакции, баскетбольная лига подписал нового игрока на международных соревнованиях; ключевые слова выпуска: турнир и гол.",спорт
"Выпуск технологии-21: разработчики усилил защиту данных на базе машинного обучения. В сообщении отдельно отмечены темы: сервер, приложение.",технологии
"Публикация спорт-24: баскетбольная лига подписал нового игрока на международных соревнованиях. В центре внимания редакции: турнир, гол.",спорт
Материал политика-11: сегодня министерство провело заседание о муниципальном управлении. Эксперты связывают публикацию с темами фракция и выборы.,политика
Материал технологии-07: сегодня IT-компания представил новую платформу на базе машинного обучения. Эксперты связывают публикацию с темами алгоритм и робот.,технологии
"Новость технологии-26: по данным редакции, исследовательская лаборатория запустил облачный сервис для мобильных пользователей; ключевые слова выпуска: данные и данные.",технологии
"Выпуск политика-01: правительство обсудило законопроект о муниципальном управлении. В сообщении отдельно отмечены темы: депутаты, губернатор.",политика
"Выпуск технологии-29: центр кибербезопасности запустил облачный сервис на базе машинного обучения. В сообщении отдельно отмечены темы: данные, нейросеть.",технологии
Материал экономика-35: сегодня инвесторы запустил инвестиционный проект на рынке облигаций. Эксперты связывают публикацию с темами экспорт и инфляция.,экономика
"Выпуск экономика-29: инвесторы запустил инвестиционный проект на рынке облигаций. В сообщении отдельно отмечены темы: экспорт, инфляция.",экономика
"Выпуск экономика-09: промышленная компания опубликовал финансовый отчет на рынке облигаций. В сообщении отдельно отмечены темы: акции, кредит.",экономика
"Публикация технологии-16: производитель смартфонов представил новую платформу для мобильных пользователей. В центре внимания редакции: алгоритм, сервер.",технологии
"Выпуск политика-29: министерство провело заседание о муниципальном управлении. В сообщении отдельно отмечены темы: фракция, выборы.",политика
"Выпуск экономика-05: инвесторы запустил инвестиционный проект на рынке облигаций. В сообщении отдельно отмечены темы: экспорт, инфляция.",экономика
Материал технологии-31: сегодня IT-компания представил новую платформу на базе машинного обучения. Эксперты связывают публикацию с темами алгоритм и робот.,технологии
"Публикация технологии-32: исследовательская лаборатория запустил облачный сервис для мобильных пользователей. В центре внимания редакции: данные, данные.",технологии
"Новость политика-26: по данным редакции, парламент провело заседание о прозрачности выборов; ключевые слова выпуска: фракция и фракция.",политика
"Публикация политика-24: общественный совет представило доклад о прозрачности выборов. В центре внимания редакции: закон, депутаты.",политика
"Выпуск культура-01: музей открыл новую выставку для широкой аудитории. В сообщении отдельно отмечены темы: выставка, картина.",культура
"Новость спорт-10: по данным редакции, теннисист выиграл важный матч на международных соревнованиях; ключевые слова выпуска: гол и турнир.",спорт
"Публикация спорт-08: хоккейная команда провел контрольную тренировку на международных соревнованиях. В центре внимания редакции: счет, счет.",спорт
"Выпуск спорт-13: футбольный клуб выиграл важный матч в национальном чемпионате. В сообщении отдельно отмечены темы: гол, чемпионат.",спорт
"Публикация экономика-04: министерство финансов сообщил о росте показателей по итогам квартала. В центре внимания редакции: рубль, акции.",экономика
"Выпуск технологии-01: IT-компания представил новую платформу на базе машинного обучения. В сообщении отдельно отмечены темы: алгоритм, робот.",технологии
Материал спорт-15: сегодня олимпийская сборная подписал нового игрока в национальном чемпионате. Эксперты связывают публикацию с темами турнир и болельщики.,спорт
"Публикация технологии-20: исследовательская лаборатория запустил облачный сервис для мобильных пользователей. В центре внимания редакции: данные, данные.",технологии
"Публикация культура-32: театр получил профессиональную награду с участием молодых авторов. В центре внимания редакции: книга, книга.",культура
Материал культура-23: сегодня литературный фестиваль получил профессиональную награду для широкой аудитории. Эксперты связывают публикацию с темами книга и спектакль.,культура
"Публикация экономика-12: налоговая служба опубликовал финансовый отчет по итогам квартала. В центре внимания редакции: акции, рубль.",экономика
Материал спорт-23: сегодня тренерский штаб провел контрольную тренировку в национальном чемпионате. Эксперты связывают публикацию с темами счет и тренировка.,спорт
"Новость технологии-30: по данным редакции, стартап усилил защиту данных для мобильных пользователей; ключевые слова выпуска: сервер и алгоритм.",технологии
"Выпуск культура-25: музей открыл новую выставку для широкой аудитории. В сообщении отдельно отмечены темы: выставка, картина.",культура
"Новость экономика-26: по данным редакции, фондовый рынок запустил инвестиционный проект по итогам квартала; ключевые слова выпуска: экспорт и экспорт.",экономика
"Новость спорт-02: по данным редакции, хоккейная команда провел контрольную тренировку на международных соревнованиях; ключевые слова выпуска: счет и счет.",спорт
"Новость политика-34: по данным редакции, региональная администрация обсудило законопроект о прозрачности выборов; ключевые слова выпуска: депутаты и закон.",политика
"Публикация экономика-08: фондовый рынок запустил инвестиционный проект по итогам квартала. В центре внимания редакции: экспорт, экспорт.",экономика
"Публикация технологии-28: производитель смартфонов представил новую платформу для мобильных пользователей. В центре внимания редакции: алгоритм, сервер.",технологии
"Новость технологии-34: по данным редакции, производитель смартфонов представил новую платформу для мобильных пользователей; ключевые слова выпуска: алгоритм и сервер.",технологии
Материал экономика-27: сегодня промышленная компания опубликовал финансовый отчет на рынке облигаций. Эксперты связывают публикацию с темами акции и кредит.,экономика
Материал культура-35: сегодня литературный фестиваль получил профессиональную награду для широкой аудитории. Эксперты связывают публикацию с темами книга и спектакль.,культура
"Публикация технологии-12: стартап усилил защиту данных для мобильных пользователей. В центре внимания редакции: сервер, алгоритм.",технологии
Материал технологии-15: сегодня разработчики усилил защиту данных на базе машинного обучения. Эксперты связывают публикацию с темами сервер и приложение.,технологии
"Новость спорт-34: по данным редакции, теннисист выиграл важный матч на международных соревнованиях; ключевые слова выпуска: гол и турнир.",спорт
"Новость экономика-18: по данным редакции, налоговая служба опубликовал финансовый отчет по итогам квартала; ключевые слова выпуска: акции и рубль.",экономика
"Новость политика-06: по данным редакции, общественный совет представило доклад о прозрачности выборов; ключевые слова выпуска: закон и депутаты.",политика
Материал культура-19: сегодня музей открыл новую выставку для широкой аудитории. Эксперты связывают публикацию с темами выставка и картина.,культура
"Публикация политика-04: региональная администрация обсудило законопроект о прозрачности выборов. В центре внимания редакции: депутаты, закон.",политика
"Публикация культура-24: художественная галерея провел творческую встречу с участием молодых авторов. В центре внимания редакции: фильм, выставка.",культура
"Новость экономика-14: по данным редакции, фондовый рынок запустил инвестиционный проект по итогам квартала; ключевые слова выпуска: экспорт и экспорт.",экономика
"Публикация политика-36: общественный совет представило доклад о прозрачности выборов. В центре внимания редакции: закон, депутаты.",политика
"Выпуск спорт-09: олимпийская сборная подписал нового игрока в национальном чемпионате. В сообщении отдельно отмечены темы: турнир, болельщики.",спорт
"Новость спорт-06: по данным редакции, баскетбольная лига подписал нового игрока на международных соревнованиях; ключевые слова выпуска: турнир и гол.",спорт
Материал политика-35: сегодня министерство провело заседание о муниципальном управлении. Эксперты связывают публикацию с темами фракция и выборы.,политика
"Публикация политика-08: парламент провело заседание о прозрачности выборов. В центре внимания редакции: фракция, фракция.",политика
Материал технологии-03: сегодня разработчики усилил защиту данных на базе машинного обучения. Эксперты связывают публикацию с темами сервер и приложение.,технологии
"Публикация спорт-20: хоккейная команда провел контрольную тренировку на международных соревнованиях. В центре внимания редакции: счет, счет.",спорт
"Публикация спорт-12: баскетбольная лига подписал нового игрока на международных соревнованиях. В центре внимания редакции: турнир, гол.",спорт
Материал культура-15: сегодня кинорежиссер провел творческую встречу для широкой аудитории. Эксперты связывают публикацию с темами фильм и музыка.,культура
"Публикация культура-20: театр получил профессиональную награду с участием молодых авторов. В центре внимания редакции: книга, книга.",культура
"Новость спорт-18: по данным редакции, баскетбольная лига подписал нового игрока на международных соревнованиях; ключевые слова выпуска: турнир и гол.",спорт
"Выпуск политика-09: избирательная комиссия представило доклад о муниципальном управлении. В сообщении отдельно отмечены темы: закон, кабинет министров.",политика
"Новость политика-14: по данным редакции, парламент провело заседание о прозрачности выборов; ключевые слова выпуска: фракция и фракция.",политика
"Публикация экономика-24: налоговая служба опубликовал финансовый отчет по итогам квартала. В центре внимания редакции: акции, рубль.",экономика
Материал культура-11: сегодня литературный фестиваль получил профессиональную награду для широкой аудитории. Эксперты связывают публикацию с темами книга и спектакль.,культура
"Публикация технологии-24: стартап усилил защиту данных для мобильных пользователей. В центре внимания редакции: сервер, алгоритм.",технологии
"Новость политика-18: по данным редакции, общественный совет представило доклад о прозрачности выборов; ключевые слова выпуска: закон и депутаты.",политика
"Выпуск спорт-01: футбольный клуб выиграл важный матч в национальном чемпионате. В сообщении отдельно отмечены темы: гол, чемпионат.",спорт
"Выпуск культура-17: литературный фестиваль получил профессиональную награду для широкой аудитории. В сообщении отдельно отмечены темы: книга, спектакль.",культура
Материал технологии-27: сегодня разработчики усилил защиту данных на базе машинного обучения. Эксперты связывают публикацию с темами сервер и приложение.,технологии
Материал культура-07: сегодня музей открыл новую выставку для широкой аудитории. Эксперты связывают публикацию с темами выставка и картина.,культура
"Новость культура-22: по данным редакции, оркестр открыл новую выставку с участием молодых авторов; ключевые слова выпуска: выставка и фильм.",культура
"Публикация экономика-28: министерство финансов сообщил о росте показателей по итогам квартала. В центре внимания редакции: рубль, акции.",экономика
Материал экономика-19: сегодня центральный банк сообщил о росте показателей на рынке облигаций. Эксперты связывают публикацию с темами рубль и прибыль.,экономика
"Публикация спорт-36: баскетбольная лига подписал нового игрока на международных соревнованиях. В центре внимания редакции: турнир, гол.",спорт
Материал экономика-15: сегодня промышленная компания опубликовал финансовый отчет на рынке облигаций. Эксперты связывают публикацию с темами акции и кредит.,экономика
"Новость культура-34: по данным редакции, оркестр открыл новую выставку с участием молодых авторов; ключевые слова выпуска: выставка и фильм.",культура
Материал экономика-23: сегодня инвесторы запустил инвестиционный проект на рынке облигаций. Эксперты связывают публикацию с темами экспорт и инфляция.,экономика
"Выпуск экономика-13: центральный банк сообщил о росте показателей на рынке облигаций. В сообщении отдельно отмечены темы: рубль, прибыль.",экономика
"Выпуск спорт-17: тренерский штаб провел контрольную тренировку в национальном чемпионате. В сообщении отдельно отмечены темы: счет, тренировка.",спорт
"Новость политика-22: по данным редакции, региональная администрация обсудило законопроект о прозрачности выборов; ключевые слова выпуска: депутаты и закон.",политика
"Новость экономика-22: по данным редакции, министерство финансов сообщил о росте показателей по итогам квартала; ключевые слова выпуска: рубль и акции.",экономика
Материал культура-31: сегодня музей открыл новую выставку для широкой аудитории. Эксперты связывают публикацию с темами выставка и картина.,культура
"Новость технологии-22: по данным редакции, производитель смартфонов представил новую платформу для мобильных пользователей; ключевые слова выпуска: алгоритм и сервер.",технологии
"Новость экономика-02: по данным редакции, фондовый рынок запустил инвестиционный проект по итогам квартала; ключевые слова выпуска: экспорт и экспорт.",экономика
"Новость культура-14: по данным редакции, театр получил профессиональную награду с участием молодых авторов; ключевые слова выпуска: книга и книга.",культура
Материал культура-27: сегодня кинорежиссер провел творческую встречу для широкой аудитории. Эксперты связывают публикацию с темами фильм и музыка.,культура
"Новость политика-02: по данным редакции, парламент провело заседание о прозрачности выборов; ключевые слова выпуска: фракция и фракция.",политика
"Выпуск экономика-17: инвесторы запустил инвестиционный проект на рынке облигаций. В сообщении отдельно отмечены темы: экспорт, инфляция.",экономика
"Новость культура-06: по данным редакции, художественная галерея провел творческую встречу с участием молодых авторов; ключевые слова выпуска: фильм и выставка.",культура
Материал технологии-23: сегодня центр кибербезопасности запустил облачный сервис на базе машинного обучения. Эксперты связывают публикацию с темами данные и нейросеть.,технологии
"Публикация культура-08: театр получил профессиональную награду с участием молодых авторов. В центре внимания редакции: книга, книга.",культура
"Публикация спорт-32: хоккейная команда провел контрольную тренировку на международных соревнованиях. В центре внимания редакции: счет, счет.",спорт
"Публикация спорт-28: теннисист выиграл важный матч на международных соревнованиях. В центре внимания редакции: гол, турнир.",спорт
"Выпуск технологии-09: разработчики усилил защиту данных на базе машинного обучения. В сообщении отдельно отмечены темы: сервер, приложение.",технологии
"Публикация спорт-16: теннисист выиграл важный матч на международных соревнованиях. В центре внимания редакции: гол, турнир.",спорт
Материал спорт-03: сегодня олимпийская сборная подписал нового игрока в национальном чемпионате. Эксперты связывают публикацию с темами турнир и болельщики.,спорт
"Новость технологии-14: по данным редакции, исследовательская лаборатория запустил облачный сервис для мобильных пользователей; ключевые слова выпуска: данные и данные.",технологии
"Публикация культура-36: художественная галерея провел творческую встречу с участием молодых авторов. В центре внимания редакции: фильм, выставка.",культура
"Выпуск политика-21: избирательная комиссия представило доклад о муниципальном управлении. В сообщении отдельно отмечены темы: закон, кабинет министров.",политика
"Публикация экономика-36: налоговая служба опубликовал финансовый отчет по итогам квартала. В центре внимания редакции: акции, рубль.",экономика
Материал спорт-35: сегодня тренерский штаб провел контрольную тренировку в национальном чемпионате. Эксперты связывают публикацию с темами счет и тренировка.,спорт
Материал политика-15: сегодня избирательная комиссия представило доклад о муниципальном управлении. Эксперты связывают публикацию с темами закон и кабинет министров.,политика
"Выпуск спорт-21: олимпийская сборная подписал нового игрока в национальном чемпионате. В сообщении отдельно отмечены темы: турнир, болельщики.",спорт
Материал спорт-31: сегодня футбольный клуб выиграл важный матч в национальном чемпионате. Эксперты связывают публикацию с темами гол и чемпионат.,спорт
